,category,title,body
9485,animal,blue elephant,q  how do you shoot a blue elephant? a  with a blue elephant gun.
9486,animal,yellow elephant,q  how do you shoot a yellow elephant? a  have you ever seen a yellow elephant?
9489,animal,fit into a mini,"q  how many elephants will fit into a mini? a  four  two in the front, two in the back."
9490,animal,giraffes fit into a mini,q  how many giraffes will fit into a mini? a  none. it is full of elephants.
9491,animal,whales in a mini,q  how do you get two whales in a mini? a  along the m4 and across the severn bridge.
9493,animal,three elephants in your refrigerator,q  how do you know there are three elephants in your refrigerator? a  you can not close the door.
9495,animal,baby elephants,what do elephants have that nothing else has? baby elephants!
9496,animal,brown legs and trunk,"q  what is brown, has four legs, and a trunk? a  a mouse coming back from vacation."
9497,animal,eight legs,"q  what has eight legs, two trunks, four eyes, and two tails? a  two elephants."
9499,other / misc,small and white,why are golf balls small and white? because if they were big and grey they would be elephants.
9500,animal,elephant and plum,q  what is the difference between an elephant and a plum? a  their color.
9502,animal,elephants coming,q  what did tarzan say to jane when he saw the elephants coming? a  here come the elephants.
9504,animal,"big, grey, quarts",q  what is big and grey and comes in quarts? a  an elephant.
9506,one liners,wenn ist das...,wenn ist das nunstruck git und slotermeyer? ja! beiherhund das oder die flipperwaldt gersput!
9507,children,hit a woman,"would you hit a woman with a baby? no, i would hit her with a brick."
9508,other / misc,four legs,what has four legs and ticks? a walking clock!
9509,blond,keep an idiot busy iii,q  how do you keep an idiot busy? a  have him read this.
9526,religious,very reform rabbi,we were married by a reform rabbi in long island. a very reform rabbi. a nazi.
9536,other / misc,nobel prize,is one nobel prize so much to ask from a child after all i have done?
9552,knock-knock,delores,"knock, knock! who is there? delores. delores who? delores my shepherd..."
9553,knock-knock,sheila,toc toc! qui est lã ? sheila. sheila qui? sheila lutte finale...
9567,other / misc,the asshole,"this is by me, the asshole who dupes himeself."
9572,one liners,big foot is blurry, big foot is blurry... that is the problem! 
9573,one liners,abortion," it would be funny if, while performing an abortion, someone yelled 'abort! abort!' "
9574,one liners,genius,i have nothing to declare except my genius.
9575,one liners,pigment,race is just a pigment of the imagination.
9576,one liners,end to end,if all those sweet young things were laid end to end â i would not be a bit surprised.
9577,one liners,take my wife,take my wife â please!
9578,one liners,pickpockets,"if it was not for pickpockets, i would have no sex life at all."
9579,one liners,bit of a blur,"overall, i would say my career as a photographer has been a bit of a blur."
9580,one liners,map of the world,i have a map of the world... its actual size.
9593,animal,californian cows,you have a million cows. most of them are illegals.
9594,animal,why does a chicken cross the street?,why does a chicken cross the street? because it wants to get on the other side!
9595,animal,why should not a chicken cross the road?,why should not a chicken cross the road? it would be a fowl proceeding.
9596,animal,why does a duck cross the street?,why does a duck cross the street? because it was the chicken is and turkey is day off.
9597,animal,why did the dinosaur cross the road?,why did the dinosaur cross the road? because chickens were not invented yet.
9598,animal,why didn't the duck cross the road?,why did not the duck cross the road? to prove he is no chicken.
9599,animal,why did the chicken cross the road halfway?,why did the chicken cross the road halfway? to  lay it on the line .
9600,one liners,"stupidest one liner- by archangel, gabriel","what you humans call  nothe apocalypse', i used to call sunday dinner!   archangel, gabriel"
9603,news / politics,battery recharge? i think not.,hw does battery reproduce? bi pluging it into boodler is giant ass!
9604,animal,why did the chewing gum cross the road?,why did the chewing gum cross the road? because it was stuck to the chicken is feet.
9605,animal,why did the duck cross the road?,why did the duck cross the road? because the chicken was on holiday.
9606,animal,why didn't the chicken cross the road?,why did not the chicken cross the road? because he is  chicken .
9607,animal,what is the difference between a chicken?,what is the difference between a chicken? neither can ride a bicycle.
9608,animal,why did the chicken cross the road?,why did the chicken cross the road? because it had no frontal lobe.
9611,medical,boodler's boob job,how does boodler reproduce? by fucking battery is fat shit and cum filled ass
9613,lightbulb,who has blurry boobs?,boodler   > kind of sounds like boob blur! and zats why battery fucks boobler 69 times a day.
9628,news / politics,lenin died...,"lenin died, but his cause lives on!"
9629,one liners,rabinovich notes,rabinovich notes   i would prefer it the other way round. 
9630,news / politics,what a coincidence,"what a coincidence   brezhnev died, but his body lives on. "
9632,news / politics,chastushka,"the winter is passed, the summer is here. for this we thank our party dear!"
9651,news / politics,ilyich," leonid ilyich!...     come on, no formalities among comrades. just call me 'ilyich'  ."
9652,news / politics,dear leonid ilyich,"the phone rings, brezhnev picks up the phone   hello, this is dear leonid ilyich... ."
9675,tech,remote,how dod the person take over the remote?
9676,tech,remote,how did the person take over the remote? he asked for remote controls!
9678,religious,let there be light,god said  let there be light.  chuck norris said  say please. 
9685,yo momma,your mum's so fat 1.,your mum is so fat she fell in love and broke it.
9686,yo momma,your mum's so fat 2.,"your mum is so fat, she jumped for joy and got stuck."
9688,animal,don't have a cow.,when was the price of milk the highest? when the cow jumped over the moon.
9689,animal,you're bugging me,"what is red, black, has ten eyes, and crawls? i do not know but it is on your head."
9692,insults,hehe,why did hitler kill himself? because he saw his gas bill
9693,insults,hehe 2,they says theres safety in numbers? tell that to six million jews!
9695,knock-knock,someone?,knock knock who is there? someone someone who? someone who cuts of during mid sen . . .
9697,insults,hehe 3,a black man and a jew jump off a building  who wins? society.
9698,insults,hehe 4,why are black people getting stronger? tv is are getting bigger
9701,redneck,what did the farmer say?,what did the farmer say when his truck disappeared? where is my truck?
9702,yo momma,escalator ride,"yo momma' so fat, she gets winded going up the escalator!"
9709,religious,star wars,"man   jesus christ! i can not open this hard drive.  jesus   use the torx, luke. "
9714,medical,my doctor . . .,"my doctor says i have insomnia, but i am not going to lose any sleep over it."
9725,puns,hurdle!,"i used to have a fear of hurdles, but i got over it."
9730,other / misc,mexican,"what do you do when you see a mexican riding a bike? throw a stone at him, it is your bike!"
9731,blond,blondes and forks,why do blondes have litlle holes in their faces? from eating with forks!
9735,gross,oedipus,oedipus was a real motherfucker.
9736,animal,why did the chicken cross the road,why did the chicken cross the road? because the chicken and the road can not agree on anything.
9743,one liners,divorce,what is the swedish word for divorce and swearing? ikea.
9750,knock-knock,fuck-stick,knock knock! whose there? yer mom oh come in!
9751,yo momma,yo momma's so ugly,yo momma is so ugly the bank had to turn its security cameras off when she came in.
9753,other / misc,taylor swift,"teenager  dad, did you hear that jake broke up with taylor? dad  oh no, another album."
9754,other / misc,dirty names,ivan vakinov kotcha vakinov isenya vakinov
9756,animal,easy as pie,"it is so easy, it makes pie look hard."
9757,one liners,geico,yo momma is like geico  so easy a caveman could do it.
9760,yo momma,your mother used to go fishing...,"your mother used to go fishing in the pacific ocean, but now she goes fission there."
9761,yo momma,george washington,yo mamma soo fat she sat on a quarter and a booger popped out of george washington is nose
9766,gross,the blind gynecologist,have you heard the joke about the blind gynecologist? she could  read lips. 
9788,yo momma,surprise!,"yo momma was so fat, i was surprised that she could even jump!"
9790,yo momma,soooooooooooooooo fat,yo mama is so fat when she jumped she fell through the ground!
9791,yo momma,fat lady,yo mamma is so fat it takes 1111111111111111111111111999999999thousand belts to fit her waist
9792,yo momma,real old joke,yo mamma is so fat shes fat!!!!!!!!!!!!!!!!!
9794,one liners,wroo . . .awr,the only person in our town who can afford to go on a jaguar is a zoo keeper.
9811,puns,techno-witch,q  why did the witch buy a computer? a  she needed the spellcheck
9814,yo momma,yo mama,yo moma so fat and retarded that she thinks shes skinny.
